id,slug,title,brand_handle,brand_name,collection_handle,collection_title,collection_description,price,publish_state,sizes,description,created_at,popularity,image_files,image_alt_texts,media_paths,media_alt_texts,taxonomy_department,taxonomy_category,taxonomy_subcategory,taxonomy_color,taxonomy_material,taxonomy_fit,taxonomy_length,taxonomy_neckline,taxonomy_sleeve_length,taxonomy_pattern,taxonomy_occasion,taxonomy_size_class,taxonomy_strap_style,taxonomy_hardware_color,taxonomy_interior_color,taxonomy_closure_type,taxonomy_fits,taxonomy_metal,taxonomy_gemstone,taxonomy_jewelry_size,taxonomy_jewelry_style,taxonomy_jewelry_tier,details_model_height,details_model_size,details_fit_note,details_fabric_feel,details_care,details_dimensions,details_strap_drop,details_what_fits,details_interior,details_size_guide,details_warranty
00738201-6ac3-48e0-9518-b2b4b866d611,hermes-constance-18-noir-epsom,Hermès Constance 18 Noir Epsom,hermes,Hermès,constance,Constance,Compact crossbody bag with the signature oversized H-clasp buckle.,400,live,18,"Hermès Constance 18 in Noir Epsom leather. 18 x 15 x 5 cm.

Compact crossbody bag defined by the signature oversized H-clasp closure. Features a sleek front flap, adjustable shoulder strap, and interior with multiple card slots and a flat pocket.",2026-03-05T16:05:33.999Z,80,xa-b/hermes-constance-18-noir-epsom/1772724351887-front-f318208c52e0.jpg|xa-b/hermes-constance-18-noir-epsom/1772724361047-side-d6a79ece3f70.jpg|xa-b/hermes-constance-18-noir-epsom/1772724370048-top-c33e66cb1ae9.jpg,front view|side view|top view,xa-b/hermes-constance-18-noir-epsom/1772724351887-front-f318208c52e0.jpg|xa-b/hermes-constance-18-noir-epsom/1772724361047-side-d6a79ece3f70.jpg|xa-b/hermes-constance-18-noir-epsom/1772724370048-top-c33e66cb1ae9.jpg,front view|side view|top view,women,bags,crossbody,Noir,Epsom,,,,,,,,Adjustable crossbody strap,Palladium,"Gold,Etoupe",H-buckle clasp,,,,,,,,,,,,18 x 15 x 5 cm,46 cm,Phone|cards|keys|lipstick,Multiple card slots and one flat pocket,,
